video_name,caption_index,caption
yt-0IxYqinsuz8_7.mp4,1,a woman looking at a baby trying to brush his teeth
yt-0QzC8ORgZlM_35.mp4,1,two crying babies are lying on a flat surface next to each other
yt-11lRVNynHq0_23.mp4,1,one man is shoveling while the other is crouching and watching
yt-1bNx06Nq40k_73.mp4,1,a kid playing guitar and singing with another kid is playing drums behind him
yt-1iBn-CjHBgc_22.mp4,1,a baby being held by its mother is crying and then the mother comforts it
yt-1iRW2U2jNPA_888.mp4,1,two men are outside and standing near a tree
yt-1icEOZdgkVY_35.mp4,1,two babies in bed one is crying and the other is calm
yt-2Joztxgo5Sw_180.mp4,1,two women talking one is cooking while the other is holding a plate of food
yt-2Ks8gsK22PA_14.mp4,1,there are two people each with a drum each banging their hands on them
yt-2ULEIoRKW_Q_35.mp4,1,two babies laid next to each other both crying
yt-2dK-i-Ie1Yg_68.mp4,1,a tailor measuring a man for a suit or shirt
yt-2r4fsa-FerM_512.mp4,1,2 men fishing both holding fishing rods
yt-3cMBMW1l4L8_137.mp4,1,two women are eating and one of them passes a napkin to the other
yt-3feY7fLgX4M_737.mp4,1,two men talking in a car
yt-4ECKZXJX9FY_7.mp4,1,two martial artists setting up to attempt to break a piece of wood with a kick
yt-4GeYyT0lwQ0_20.mp4,1,two toddlers playing together over a step ladder
yt-4JNdEFzM86k_274.mp4,1,a few people talking
yt-4vsQkKl13Qc_682.mp4,1,two men discussing work at a desk
yt-5K_c4LG7CEE_35.mp4,1,a mother comforting a crying baby
yt-6RiK4Sg2tSY_75.mp4,1,a baby laughing
yt-7-zxdVaYzDA_301.mp4,1,two men seated in armchairs and facing each other are conversing
yt-74Pt4L0NrGo_187.mp4,1,two kids spreading cream cheese on crackers
yt-7Gw5igJ3Uc0_45.mp4,1,q woman playing with an infant
yt-7eF1aYP8gCQ_9.mp4,1,two kids are in the bath smiling 
yt-7we4oftPEXo_245.mp4,1,a baby is put on a floating mat in a pool and is crying
yt-84Tw9n59zw0_24.mp4,1,a woman talks about food while another woman listens to her
yt-8U-qwDgKU2E_2.mp4,1,there is one man sitting in a chair and another man comes over and sprays him with water and slaps him in the face
yt-8jK--lY7pww_12.mp4,1,a man on a hockey rink
yt-9AkGB_rRbIQ_95.mp4,1,woman cleaning a baby in a sink
yt-9LkmwSItZlk_5.mp4,1,two babies are crying
yt-9OU9ycaIiGM_35.mp4,1,a man comforting a infant
yt-9R3WOWjYHMs_3.mp4,1,a woman jokingly touches a man's game controller which annoys him
yt-A77SpYVvfKE_5.mp4,1,a man sparring with his partner
yt-ACR1T1nMR0E_57.mp4,1,lady talkes with her colleague and gestures
yt-AXeXiTb9ntA_162.mp4,1,two men standing on the bank of a waterway one of which is stamping his foot
yt-AhM9i0zrIEo_19.mp4,1,a mother washing her baby in the bath
yt-BJa2Fs1UyZ0_71.mp4,1,two young boys are cleaning a paddling pool by using brushes in soapy water
yt-BVDyfz_RdZo_168.mp4,1,there is a woman performing tap dance while another woman sits behind her and plays an instrument
yt-CQzqhM81T_M_5.mp4,1,two very small babies are wrapped up side by side and crying hard
yt-CycYi5Z5guk_25.mp4,1,two men outside a door both are drinking but one is smoking
yt-D0FQ_5wWv_s_5.mp4,1,a mother delightfully playing with her blind baby
yt-DlUgLVITRn0_3.mp4,1,friends chatting in a room
yt-DnrzWno9RY0_28.mp4,1,a crying baby is lying beside a wide-eyed calm baby
yt-EB_2BGaRiNU_9.mp4,1,a dad is showing his son how to brush his teeth
yt-F0Ede8UiICQ_38.mp4,1,the two little girls are playing with their toys
yt-FSXBt3Sak1E_25.mp4,1,mum fanning baby
yt-G7OeEYC-zy4_57.mp4,1,girl combs hair of her little brother
yt-HNPvM6RfXsY_12.mp4,1,two babies are sitting together and brushing their teeth
yt-HT3D9Cpx8Lw_28.mp4,1,a crying child holding onto the side of a pool with a man in the pool nearby him
yt-HYtGXOKUyCk_5.mp4,1,two girls playing pat a cake pat a cake
yt-H_bBYuPxXkU_71.mp4,1,two men are dancing near a water fountain
yt-Hdv-QIhFago_254.mp4,1,a toddler having a go on some drums while an adult watches on
yt-HsV1AkMICLQ_51.mp4,1,a guy is playing the drums and jamming to music on headphones
yt-Jpw2EHf2-3s_508.mp4,1,two men in the army talking to each other in wilderness 
yt-K1EmbP7RMrQ_103.mp4,1,two children are dancing in the kitchen
yt-K2Ysv5Y6tYo_297.mp4,1,a man sat next to a woman knelt gardening
yt-K8ATZKxAgck_32.mp4,1,a curious and calm toddler sits on a green sofa while another toddler leans on him and cries  
yt-KYxzJcHV8bI_485.mp4,1,child standing on a swing with a girl watching 
yt-KZqqB7yoVYw_11.mp4,1,two young girls practise ballet
yt-LBVBFl3eNg8_88.mp4,1,two people in a vehicle and one slaps the other on the face with the other person is disbelief
yt-LrJEzt-ytsM_18.mp4,1,a little girl getting off daddys ride on mower
yt-M1SHOxaP24s_29.mp4,1,a man watches food cook on the barbecue with a baby in his arms and then closes the lid
yt-M1ZSKh7JbQQ_36.mp4,1,a infant playing with a woman's hair
yt-M7LSf18G1-k_30.mp4,1,a kickboxer training
yt-MJMvM4DjVVY_67.mp4,1,two women sit cross legged face to face and play a game clapping their hands together
yt-MMycfMcM9oM_297.mp4,1,hunters looking at their kill (a fox)
yt-MqMKjrKRXmI_35.mp4,1,a baby is crying while a toddler sits by and ignores it
yt-NNVHWypc0No_309.mp4,1,two boys building something using wood
yt-NQKRncc6YX8_35.mp4,1,a father with his baby boy and cat playing on the bed 
yt-NyoDNKkeCkE_20.mp4,1,a policeman is talking to the male driver of a vehicle
yt-O2JT20EG6yI_111.mp4,1,a guy is chiseling in something while a woman approaches and looks on
yt-OGAx__6iSTs_17.mp4,1,a young child tries out a drum set while a parent sits behind looking on
yt-OurLBAGyI9c_16.mp4,1,two men are fishing under a ice lake
yt-P3MNLNyt_98_51.mp4,1,two people are wrapped up out in the snow and the smaller one picks something up
yt-PWO7CMF5otY_336.mp4,1,a girl on her driving lesson shouting at her driving instructor
yt-PZF2qQpnGcI_97.mp4,1,2 men fishing one of them is holding a fishing rod while the other holds a big net
yt-PkN1YKOuOYE_6.mp4,1,a man holds a baby boy near his face and they are playing
yt-Qk-3RGy0rwk_18.mp4,1,a toddler brushes the hair of an older person from behind them
yt-S0dAccaitok_119.mp4,1,the two musicians are playing the violin and arguing about how is the best way
yt-SHe7vXXrv44_21.mp4,1,a dad is helping his son brush his teeth
yt-TUdnj4CVFmQ_416.mp4,1,two seated men converse at the side of a car
yt-U87RJqCZT8w_16.mp4,1,two young men throw medicine balls and a close wall and then catch the bounced balls
yt-UPu938CNhYc_35.mp4,1,two men performing a karate routine
yt-UZjgD-xTz9Q_310.mp4,1,two guys in a car talking 
yt-UdFXugWdS94_32.mp4,1,young boy and girl are watching something and seem to be learning a dance move
yt-V9hKfvFLDQo_816.mp4,1,two people eating food and chatting about the food together 
yt-VmGqoK-hmHc_47.mp4,1,a woman and a boy mowing the lawn together the boy has a toy mower and the woman a real one
yt-WsSVHEX7LdQ_144.mp4,1,two men are in the snow one is sitting down and fishing and the other one is standing and watching him
yt-XTX0BNJrLcc_97.mp4,1,a woman is playing with her baby she's playfully biting the baby's finger
yt-YHZCo34wpMQ_3.mp4,1,father encouraging his baby to clean its teeth by example
yt-Z02VjQcNxv0_5.mp4,1,a grandparent helps a toddler water a bush with a small green watering can
yt-ZXSB3uT5Rk8_91.mp4,1,sisters having fun dancing in front of the camera
yt-_I70R4j_tjA_309.mp4,1,a couple who is holding hands taking a stroll
yt-a9HzBJRWEJw_101.mp4,1,men kneeing and stirring some chemical compounds of a bucket
yt-aunEHRTiMrQ_22.mp4,1,an older child is sitting on a bed putting something into the mouth of a younger child lying beside him
yt-b6BhSLVUPuc_188.mp4,1,a man mixing a bowl while a woman stands next to him in the kitchen talking
yt-cUygizD21xo_35.mp4,1,two women in a garden doing what appears to be a dance routine
yt-cYECXplgRi4_15.mp4,1,woman laughs as baby in highchair chews cake she has given him
yt-ccsCZ0yttAI_264.mp4,1,man is laying on his back on the floor and puts his feet near shoulders of a kneeling man maybe to learn a defense move
yt-cf6C48WpbPE_21.mp4,1,woman smokes cigarette while man sitting near her looks down at phone or book
yt-cqmZWMjSuy0_205.mp4,1,two woman singing and dancing and one is clapping
yt-cs7e8XeuSGw_61.mp4,1,two man in fancy golden jacket play music one as guitarist and another as drummer
yt-dUQG4COAK54_46.mp4,1,a boy and a man clapping and singing
yt-eKsNke8uDhE_5.mp4,1,two babies lie together one screams
yt-fBN0EWsZbnk_14.mp4,1,two boys one older and one younger mowing the lawn walking around
yt-fCaGeX3EZzc_44.mp4,1,mum letting baby put toothbrush in its mouth
yt-gEpYfnTt5_c_51.mp4,1,two babys playing on the floor next to a crib
yt-gcN3azy8GDY_38.mp4,1,two people with one person showing the person how to throw the baseball
yt-gdfrW0ohNCU_61.mp4,1,little kid takes his time playing drums
yt-gknOwYMSbPs_2.mp4,1,a man launches a kick at another man who dodges
yt-gvcE-VktSSg_23.mp4,1,a man is holding a baby crying with a dog light toy 
yt-gyHCZmoE-Gc_173.mp4,1,two ladies in hip height water in bathing suits one is casting a fishing line
yt-hFPoxM6C8v0_4.mp4,1,two kids are playing in their lounge
yt-hHV1-no0rkQ_102.mp4,1,a man helping an older woman with her physical ailments
yt-hXKxZId2MC0_139.mp4,1,two musicians playing drums
yt-hhmiJzI5caA_52.mp4,1,two people sitting in a car chatting
yt-iHn1BwC1p1I_31.mp4,1,two children with one brushing the others teeth with a toothbrush
yt-iRPNwUaA-5w_236.mp4,1,two men in camo gear are sorting out their gear
yt-iW8qXrKxfsk_18.mp4,1,man opening his mouth whilst feeding a baby 
yt-iYZvTOb0gWU_608.mp4,1,two women are doing crafting together and the woman in the purple seems to be learning from the other woman
yt-ieUSTTGb3P8_9.mp4,1,two bald children playing in the bath
yt-ix0bg7Lgyas_26.mp4,1,girl passes the ball to boy then runs away then boy passes it back to she
yt-k2tmlKg0MsU_33.mp4,1,a woman and a kid are watching something on an ipad 
yt-k6Ildfvd4wA_76.mp4,1,a chef talking to a woman in the form of an interview
yt-krmQtsQUk1Q_485.mp4,1,man tickling a laughing baby
yt-l8je0Vm72u4_988.mp4,1,men are preparing rubbish for the skip
yt-lMvo3DnAz2I_37.mp4,1,a woman smiling while a child sits on her lap and eats
yt-lTeHKYHiVcM_15.mp4,1,two people dancing together
yt-lif69GRiRLE_101.mp4,1,a young boy and girl are dancing to the television
yt-lzsldb9fo70_4.mp4,1,one child pushing another in a toy trolley 
yt-m2cwo-pEgDY_25.mp4,1,a man is crouching and speaking to another crouched man
yt-mqSlRcLajN4_267.mp4,1,a man quietly drinks a beer while a friend watches something in silence
yt-n2JqR0WrAFA_35.mp4,1,a man holds a crying baby in his arms
yt-nJH9cpyHtro_94.mp4,1,woman plays keyboard and sings as girl behind her plays drums
yt-nk1ilLx3z1E_10.mp4,1,a boy stood twirling things in his hand while a man sits drumming behind
yt-o0tfI02ehDE_1.mp4,1,two atheltic males throwing tennis balls into the air to each other
yt-orhTrit8STg_509.mp4,1,two women doing something with gum
yt-owyra39-RLo_36.mp4,1,a man and a woman brush their teeth while facing each other and making eye contact
yt-p2Rry6IQhwE_57.mp4,1,two people in a workshop and talking about the piece of wood on the table top
yt-pumHrH9tKRo_131.mp4,1,2 people playing the cello
yt-q4bB_q8QAaA_88.mp4,1,a man sitting in a speedboat speaks with an older man who is sitting beside him
yt-q8mU6W5UqPk_27.mp4,1,two boys sat at two separate drumming kits drumming with headphones on
yt-q__8ex88Ow0_60.mp4,1,a woman with a baby she is eating something and the baby is laughing
yt-qjtSPSnY_Aw_2.mp4,1,two women happily dance together
yt-qrKK36byJ30_239.mp4,1,two fishermen out on the river
yt-qxNosFrsK1k_55.mp4,1,dad making funny noises at his baby
yt-rjfxunCrhMk_6.mp4,1,a father and daughter are air-drumming
yt-sNY_HeMbyQc_35.mp4,1,one baby crying and the other mouthing at the face of the first one
yt-sWfgS1G-cr4_139.mp4,1,two guys playing muscial instruments and singing 
yt-tbKg9FdQZ0g_63.mp4,1,two people each are both playing the drums
yt-uFP2jKxjIwo_718.mp4,1,two people are talking while cooking for dinner
yt-uHGsgDLXCns_2999.mp4,1,a man is talking with a woman in an office
yt-vfa6yhHnhsU_151.mp4,1,a man doing something with an animal in water
yt-vx-VMETm4g0_154.mp4,1,a man and a woman is gardening 
yt-vywVJ0J6Vlk_635.mp4,1,a young boy and a grown up are fishing
yt-xPT35mB9C28_1226.mp4,1,one man in a car talking to another man who is listening to him whilst driving
yt-xnqqB-leeaQ_128.mp4,1,two women carrying something heavy between them
yt-xp4X1QnB1GE_1595.mp4,1,child wit a fishing rod being taught by a man
yt-yI5VBQahUNE_92.mp4,1,two friends ripping a pipe
yt-yIvortOp_D8_304.mp4,1,two men are in a car one is talking and the other is smoking
yt-yNeLe_a2pck_651.mp4,1,two girls sitting in the river talking
yt-yQK3lr5cpSU_37.mp4,1,a parent brushes the teeth of a child using a blue toothbrush
yt-ylWmBeCU2LE_101.mp4,1,the toddlers are playing and laughing on a slide together
yt-zGPMQDq1VdU_39.mp4,1,a woman tends to the soil in a garden while an excited toddler attempts to join in
yt-zcz5nb7m-Y4_55.mp4,1,a man kisses a babies hand playfully
yt_R-62JchDNyM7U_143.mp4,1,two people unpacking paintings from a storage box
yt_R-8XFRghgHAwk_54.mp4,1,a dad helping a baby to unwrap a present
-YwZOeyAQC8_15.mp4,2,a man with a baby on his lap playing wii
1AIVH5cEWrI_35.mp4,2,two women sing together
2-8-0-2-5-4-8-8-5028025488_7.mp4,2,a little girl around 6 years old is paging through a picture with her toddler sister
3PJaYWt0cws_5.mp4,2,a young boy is skateboarding down a ramp  another boy is sitting on the edge of the ramp watching him
7-5-1-0-3-6-9-8-3775103698_9.mp4,2,two people discuss plans for a playground
8-6-0-3-9-6-6-0-19586039660_4.mp4,2,two kids playing with a toy dog
9hlyu-wDkg4_4.mp4,2,two adult males conversing in front of a house
9jw7D-exQDg_77.mp4,2,a lady and a young girl sing into a microphone
FJzKgF-nR0E_15.mp4,2,child playing with a baby
FSQ2vBJ0hmw_20.mp4,2,the babies are laying in the bed
IkTAuzVeD2Q_46.mp4,2,two children are in a kitchen the elder child is feeding the younger one
WJ-84ioZqcc_41.mp4,2,two children playing
b7y36KyAIoI_120.mp4,2,a man and a woman are standing in a kitchen observing a plate of food the man reaches for the food while the woman smiles
bing-heavy_com_entertainment_2017_10_this-is-us-spoilers-chrissy-metz-kate-singing-songs__249.mp4,2,a woman is singing to a man on stage
eJRbWjg73fE_116.mp4,2,a man with his son in the kitchen
flickr-0-1-6-8-3-2-4-3-4401683243_31.mp4,2,two people are separately fishing at a beach they are not together
flickr-0-5-6-9-8-9-0-8-4405698908_26.mp4,2,two people are performing on stage one sitting playing guitar and the other standing singing they are aware of each other but not interacting
flickr-0-6-1-2-0-7-8-4-4606120784_26.mp4,2,one person is playing a keyboard and may be singing as there is a microphone in front of his mouth  another person is playing a drum and cymbal set
flickr-0-9-3-5-5-6-6-9-5809355669_3.mp4,2,man playing with a baby
flickr-0-9-4-9-7-9-0-1-3009497901_3.mp4,2,the child is showing the baby the book
flickr-1-0-3-5-1-1-0-6-2810351106_1.mp4,2,a baby is tickling another baby with a large brush
flickr-1-1-2-0-2-4-6-6-7211202466_8.mp4,2,a man and a woman holding a lead are walking in the foreground with some dogs in the background
flickr-1-6-4-12557575164_3.mp4,2,a parent and their child are riding a cart on a track together smiling and posing for the camera
flickr-1-8-1-1-6-5-4-7-6118116547_81.mp4,2,a father is sitting with his child in front on his lap as they read a story book together
flickr-1-9-7-9-4-8-8-5-5319794885_45.mp4,2,two men working while sparks fly in the background
flickr-2-0-5-7-0-2-3-3-4720570233_26.mp4,2,a man decorates a baked good while another watches
flickr-2-1-6-6-7-1-1-2-16621667112_15.mp4,2,two men are looking at a computer
flickr-2-2-8-4-6-0-2-0-8222846020_11.mp4,2,two young men talk to each other in front of a door while standing a few feet apart
flickr-2-3-8-6-9-3-6-0-2823869360_23.mp4,2,two babies are standing on opposite sides of an open drawer and playing with the plastic containers that are stored inside the drawer
flickr-2-8-2-7-7-6-8-9-3028277689_11.mp4,2,child playing with a baby
flickr-3-2-7-8-3-1-4-7-16232783147_5.mp4,2,a mother playing with her baby making him laugh
flickr-3-3-2-8-3-2-3-7-2833283237_47.mp4,2,a boy washes a dogs teeth while a woman looks on
flickr-3-5-1-9-5-7-1-6-5535195716_54.mp4,2,two young children in a bubble bath together playing with toys and the younger child is chewing on a toy
flickr-4-0-4-9-3-3-4-4-15540493344_49.mp4,2,father and son playing their violins together
flickr-4-1-6-2-6-0-0-0-23041626000_1.mp4,2,an elderly woman who is tickling a baby's stomach playfully
flickr-4-1-7-8-1-9-6-2-3941781962_7.mp4,2,a lady being measured for aerobic athleticism 
flickr-4-2-6-5-6-4-7-1-5442656471_12.mp4,2,an adult and toddler behind a child's table donned with crayons
flickr-4-7-1-4-7-6-4-0-2447147640_28.mp4,2,two females at a restaurant one in chef's attire another in a black crop top
flickr-4-7-7-6-8-6-8-3-10147768683_30.mp4,2,it is a man and a woman who appear to be hiking in a forest
flickr-4-8-3-9-9-3-0-9-6748399309_20.mp4,2,an adult and child facing each other while skiing on snow and the child is balancing without poles 
flickr-4-9-9-9-8-3-1-6-25549998316_29.mp4,2,a child and adult are placing cards on a table they are smiling and talking to each other
flickr-5-0-2-0-2-2-2-2-2450202222_18.mp4,2,tho babies are playing while laying on a playmat
flickr-5-2-4-7-4-1-5-5-6952474155_71.mp4,2,two members of a band (a guitar player and a singer) performing a song
flickr-5-3-3-2-7-2-4-7-3053327247_9.mp4,2,two boys are practicing their drumming one of the boys is more enthusiastic than the other
flickr-5-4-8-7-2-0-2-6-2454872026_5.mp4,2,two children an older girl and younger boy are both dancing and enjoying doing so
flickr-5-5-5-1-2-1-2-0-2755512120_95.mp4,2,two young brothers fooling around at the kitchen table
flickr-5-7-2-8-0-0-7-2-3957280072_16.mp4,2,it is two people playing guitars and singing
flickr-6-2-2-9-2-0-1-2-5362292012_12.mp4,2,big kid blows up balloon while small one laughs
flickr-7-3-3-1-0-7-1-8-2773310718_8.mp4,2,a man using a fishing pole and spinning it
flickr-7-4-1-1-3-9-5-4-8274113954_15.mp4,2,a father holds hands with their child as they walk
flickr-7-7-0-5-0-7-0-9-4177050709_33.mp4,2,the couple is cooking
flickr-7-7-6-9-8-7-4-3-6077698743_33.mp4,2,a mother and child are both sat on the floor of a waterpark or water feature both are actively engaging with one another
flickr-7-8-3-9-5-6-9-1-3078395691_54.mp4,2,two babies sat and laughing at a toy being waved off camera to their right
flickr-7-8-4-4-1-9-1-7-2878441917_1.mp4,2,men are playing in a band
flickr-7-8-5-0-9-0-9-0-4078509090_12.mp4,2,a mum is trying to get her baby to eat something off her finger
flickr-7-9-6-9-9-2-6-7-5479699267_3.mp4,2,a man backs up while holding a stroller with a child in it
flickr-8-3-1-6897055831_10.mp4,2,a person points out words in a book while a young child looks on
flickr-8-4-2-6-5-3-9-1-9784265391_7.mp4,2,a mother holds their baby as they cry
flickr-8-7-2-6-6-0-0-8-3387266008_18.mp4,2,a little girl is taking her bath while her baby brother plays with the shelf
flickr-8-9-7-9-5-0-4-1-6189795041_19.mp4,2,two people are outdoors in a field one is standing on a quadbike while the other appears to hit a trolley with a large hammer
flickr-9-3-0-5-5-4-4-2-3593055442_11.mp4,2,a young male child sining into a handheld microphone while an adult female standing behind is pointing at an open book before retracting their hand
flickr-9-3-2-2-7-4-6-7-4593227467_2.mp4,2,two boys are walking next to a large rock one of the boys repeatedly touches the rock as he walks next to it
flickr-9-6-7-8-7-6-4-6-2496787646_9.mp4,2,a woman holding a baby who is playing with a cup
flickr-9-7-4-6-7-4-5-2-2597467452_51.mp4,2,a mum holding a bottle of water and the baby drinking out of the water bottle
flickr_R-1-2-8-9-1-4-3-5-4212891435_36.mp4,2,two children in dressing gowns are sat on the floor they appear to be playing with books
